Series Code,Topic,Indicator Name,iso1_all,iso2_all,iso3_all,iso4_all,iso5_all,iso6_all,iso7_all,iso8_all,iso9_all,iso10_all,iso7_0to25_0to25,N_0to25_0to25,Pearson_iso7_0to25_0to25,range_0to25_0to25,iso7_25to50_25to50,N_25to50_25to50,Pearson_iso7_25to50_25to50,range_25to50_25to50,iso7_50to75_50to75,N_50to75_50to75,Pearson_iso7_50to75_50to75,range_50to75_50to75,iso7_75to100_75to100,N_75to100_75to100,Pearson_iso7_75to100_75to100,range_75to100_75to100,iso7_shapley,N_shapley,Pearson_iso7_shapley,range_shapley
AG.AGR.TRAC.NO,Environment: Agricultural production,"Agricultural machinery, tractors",,,,,,,,,,,0,0,,-0.782 to -0.235,0,0,,-0.232 to 0.017,0,0,,0.019 to 0.25,0,0,,0.251 to 0.851,0,0,,-0.761_-0.31
AG.CON.FERT.PT.ZS,Environment: Agricultural production,Fertilizer consumption (% of fertilizer production),,,,,,,,,,,0.169225133877122,57,0.0457770556183997,-0.782 to -0.235,0.355277667900983,34,-0.345982422908219,-0.232 to 0.017,0.280688473555293,32,0.265224312172526,0.019 to 0.25,0.412543624743723,32,-0.310829105195099,0.251 to 0.851,0.19874835194077,44,-0.00443900331838034,-0.761_-0.31
AG.CON.FERT.ZS,Environment: Agricultural production,Fertilizer consumption (kilograms per hectare of arable land),0.459213500492192,0.238923058616344,0.150975142401048,0.0868319438102966,0.270215010681722,0.120424531070446,0.141770344143445,0.12936455656704,0.110881292112393,0.100569687025558,0.306233986089999,77,0.269944121536493,-0.782 to -0.235,0.147154424598778,79,0.0389718320361178,-0.232 to 0.017,0.200664965995966,78,-0.0789058483456358,0.019 to 0.25,0.219635618709945,76,-0.21932259053539,0.251 to 0.851,0.274497426126176,57,0.186529265089382,-0.761_-0.31
AG.LND.AGRI.K2,Environment: Land use,Agricultural land (sq. km),,,,,,,,,,,0.205215872932215,85,-0.0107316868700677,-0.782 to -0.235,0.180838430036811,85,-0.147021164454249,-0.232 to 0.017,0.179376141001804,86,0.145624314725321,0.019 to 0.25,0.230718576644587,94,0.150498162102588,0.251 to 0.851,0.207530931242004,62,-0.15785673853677,-0.761_-0.31
AG.LND.AGRI.ZS,Environment: Land use,Agricultural land (% of land area),0.116755454251449,0.24147641290846,0.191548964347872,0.1117437497726,0.189609911323853,0.22734728468681,0.105399681385907,0.101084452735631,0.240542785607372,0.182679356995243,0.251173195877086,85,-0.205532586968495,-0.782 to -0.235,0.259596057317779,85,-0.214150170625569,-0.232 to 0.017,0.167302096432842,86,0.0642689428340931,0.019 to 0.25,0.181352398506436,94,-0.0279124703020117,0.251 to 0.851,0.256231136318201,62,-0.183936469234866,-0.761_-0.31
AG.LND.ARBL.HA,Environment: Land use,Arable land (hectares),,,,,,,,,,,0.127361232759382,85,0.0328096133942611,-0.782 to -0.235,0.182641198329395,85,-0.140937476080658,-0.232 to 0.017,0.165821613270183,86,0.110460348377301,0.019 to 0.25,0.309027795771069,94,0.292811992344765,0.251 to 0.851,0.167109364696897,62,-0.000432128447380886,-0.761_-0.31
AG.LND.ARBL.HA.PC,Environment: Land use,Arable land (hectares per person),0.227859465408933,0.39614301036973,0.155319339845912,0.109806036400558,0.185987638770615,0.210702585896066,0.201940806309383,0.171243949860796,0.322616184095226,0.101943785501959,0.352436339705291,85,-0.291140357049645,-0.782 to -0.235,0.162083825185232,85,-0.0359745649483413,-0.232 to 0.017,0.218992366214046,86,0.193829984266047,0.019 to 0.25,0.305131017682947,94,0.231038433997429,0.251 to 0.851,0.359599120308852,62,-0.231814091994105,-0.761_-0.31
AG.LND.ARBL.ZS,Environment: Land use,Arable land (% of land area),0.222337001869993,0.33001100528714,0.133672547579412,0.132410282366153,0.12237516393844,0.371731985596788,0.108680839521765,0.0872128955511847,0.0763050257839749,0.123296962997693,0.23968745107566,85,0.12627166369456,-0.782 to -0.235,0.152933651937086,85,-0.0932032258118269,-0.232 to 0.017,0.123725380877047,86,-0.0286922316079801,0.019 to 0.25,0.15506595061041,94,0.0729246793447793,0.251 to 0.851,0.270831262640548,62,0.143070378716045,-0.761_-0.31
AG.LND.CREL.HA,Environment: Agricultural production,Land under cereal production (hectares),,,,,,,,,,,0.13757391156508,122,0.0889041037159961,-0.782 to -0.235,0.161310075179866,124,-0.125958950786591,-0.232 to 0.017,0.19006653394385,119,0.147424892249313,0.019 to 0.25,0.277742983948679,117,0.257484955955903,0.251 to 0.851,0.188757736333616,87,0.120707119472907,-0.761_-0.31
AG.LND.CROP.ZS,Environment: Land use,Permanent cropland (% of land area),0.152537950443711,0.151589531773589,0.134963452336536,0.148018277380702,0.155938933648097,0.35983594973774,0.124401655413923,0.127146522835542,0.220971263222635,0.172357277725126,0.225390088744795,83,0.207987751538345,-0.782 to -0.235,0.1918706088743,85,-0.141355709571303,-0.232 to 0.017,0.178094940056792,86,-0.150216101369655,0.019 to 0.25,0.263712469609313,92,0.256974088614331,0.251 to 0.851,0.229932300308382,61,0.181893668116398,-0.761_-0.31
