Series Code,Topic,Indicator Name,iso1_all,iso2_all,iso3_all,iso4_all,iso5_all,iso6_all,iso7_all,iso8_all,iso9_all,iso10_all,iso7_0to25_0to25,N_0to25_0to25,Pearson_iso7_0to25_0to25,range_0to25_0to25,iso7_25to50_25to50,N_25to50_25to50,Pearson_iso7_25to50_25to50,range_25to50_25to50,iso7_50to75_50to75,N_50to75_50to75,Pearson_iso7_50to75_50to75,range_50to75_50to75,iso7_75to100_75to100,N_75to100_75to100,Pearson_iso7_75to100_75to100,range_75to100_75to100,iso7_shapley,N_shapley,Pearson_iso7_shapley,range_shapley
AG.AGR.TRAC.NO,Environment: Agricultural production,"Agricultural machinery, tractors",,,,,,,,,,,0.121015243735922,457,-0.0261316719267479,-0.974 to -0.232,0.168674524008682,332,-0.150358800422599,-0.232 to -0.014,0.0755137983923313,318,0.0397298655969278,-0.013 to 0.23,0.148632149581742,303,0.0567053407465791,0.23 to 0.89,0.131278513798418,315,-0.0422593375648595,-0.761_-0.31
AG.CON.FERT.PT.ZS,Environment: Agricultural production,Fertilizer consumption (% of fertilizer production),,,,,,,,,,,0.0837585851723673,707,0.024025206591272,-0.974 to -0.232,0.0706212315539954,603,-0.0274697308257953,-0.232 to -0.014,0.0771755145713536,461,-0.0332299782203167,-0.013 to 0.23,0.119889951694303,392,-0.0865855320609514,0.23 to 0.89,0.0847517644212085,469,0.0182839527910793,-0.761_-0.31
AG.CON.FERT.ZS,Environment: Agricultural production,Fertilizer consumption (kilograms per hectare of arable land),0.459213500492192,0.238923058616344,0.150975142401048,0.0868319438102966,0.270215010681722,0.120424531070446,0.141770344143445,0.12936455656704,0.110881292112393,0.100569687025558,0.140547852804906,1063,0.0843502932542234,-0.974 to -0.232,0.0635749047702565,1065,-0.048082027816852,-0.232 to -0.014,0.0863746022218005,1041,0.0110868540781651,-0.013 to 0.23,0.244920888374852,916,-0.221496668377697,0.23 to 0.89,0.17092566012914,699,0.15992551653052,-0.761_-0.31
AG.LND.AGRI.K2,Environment: Land use,Agricultural land (sq. km),,,,,,,,,,,0.13780048574966,1160,0.131462743342415,-0.974 to -0.232,0.188426974908102,1158,-0.177325124512748,-0.232 to -0.014,0.0516848447760771,1160,0.0138997963440769,-0.013 to 0.23,0.141959119397211,1168,0.0789094459823555,0.23 to 0.89,0.0990300249924938,780,0.0515910266761579,-0.761_-0.31
AG.LND.AGRI.ZS,Environment: Land use,Agricultural land (% of land area),0.116755454251449,0.24147641290846,0.191548964347872,0.1117437497726,0.189609911323853,0.22734728468681,0.105399681385907,0.101084452735631,0.240542785607372,0.182679356995243,0.161083609707559,1160,-0.138546839045128,-0.974 to -0.232,0.114112718990674,1158,-0.102519178013311,-0.232 to -0.014,0.0593932016888023,1160,0.0249002687450492,-0.013 to 0.23,0.154126162738193,1168,0.123990617967652,0.23 to 0.89,0.175560930455194,780,-0.12504433528738,-0.761_-0.31
AG.LND.ARBL.HA,Environment: Land use,Arable land (hectares),,,,,,,,,,,0.163595220784109,1154,0.135116911502879,-0.974 to -0.232,0.141291515668101,1153,-0.129348942708968,-0.232 to -0.014,0.0572678100171297,1154,-0.00450908812465408,-0.013 to 0.23,0.219514731623964,1152,0.217709326332491,0.23 to 0.89,0.14698356143471,776,0.103077698496921,-0.761_-0.31
AG.LND.ARBL.HA.PC,Environment: Land use,Arable land (hectares per person),0.227859465408933,0.39614301036973,0.155319339845912,0.109806036400558,0.185987638770615,0.210702585896066,0.201940806309383,0.171243949860796,0.322616184095226,0.101943785501959,0.20938542232403,1154,-0.13921273392423,-0.974 to -0.232,0.095600729414555,1153,0.0511105142789877,-0.232 to -0.014,0.0548070149934309,1154,0.0142173260079934,-0.013 to 0.23,0.197238995993311,1152,0.154502116302047,0.23 to 0.89,0.230596746725197,776,-0.113383295439909,-0.761_-0.31
AG.LND.ARBL.ZS,Environment: Land use,Arable land (% of land area),0.222337001869993,0.33001100528714,0.133672547579412,0.132410282366153,0.12237516393844,0.371731985596788,0.108680839521765,0.0872128955511847,0.0763050257839749,0.123296962997693,0.102763017838145,1160,0.0475030085860769,-0.974 to -0.232,0.0574159591059335,1153,-0.0341370648087223,-0.232 to -0.014,0.0562888022063279,1156,0.0371160818561282,-0.013 to 0.23,0.190339942585396,1168,0.207298597513852,0.23 to 0.89,0.135523844560029,780,0.115146806816626,-0.761_-0.31
AG.LND.CREL.HA,Environment: Agricultural production,Land under cereal production (hectares),,,,,,,,,,,0.170375322700887,1184,0.138022885904766,-0.974 to -0.232,0.165323094136115,1172,-0.167186157590793,-0.232 to -0.014,0.0618327487098518,1129,0.0172825989269659,-0.013 to 0.23,0.202599101804678,1117,0.204609984739184,0.23 to 0.89,0.177741603550907,801,0.120860560277179,-0.761_-0.31
AG.LND.CROP.ZS,Environment: Land use,Permanent cropland (% of land area),0.152537950443711,0.151589531773589,0.134963452336536,0.148018277380702,0.155938933648097,0.35983594973774,0.124401655413923,0.127146522835542,0.220971263222635,0.172357277725126,0.123825465232071,1154,0.0552921921244287,-0.974 to -0.232,0.110522293794289,1148,-0.0902627006667092,-0.232 to -0.014,0.0872964912493467,1142,0.0545178724091991,-0.013 to 0.23,0.303476174465011,1145,0.347698896189595,0.23 to 0.89,0.160532804084387,776,0.106831080163671,-0.761_-0.31
AG.LND.EL5M.RU.K2,Environment: Land use,Rural land area where elevation is below 5 meters (sq. km),,,,,,,,,,,0.241871022430033,87,0.210128836876267,-0.974 to -0.232,0.161308789598314,83,-0.0415248463741246,-0.232 to -0.014,0.141237504183988,91,0.0250785245127539,-0.013 to 0.23,0.174069250922769,90,0.12624724302846,0.23 to 0.89,0.221221188995456,60,0.180350173781841,-0.761_-0.31
AG.LND.EL5M.RU.ZS,Environment: Land use,Rural land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,0.227832835487673,87,0.161427100730589,-0.974 to -0.232,0.255188699141155,83,0.221635557512671,-0.232 to -0.014,0.131495359883271,91,0.047614264903923,-0.013 to 0.23,0.169736412859381,90,-0.0629265529636907,0.23 to 0.89,0.233654555024998,60,0.124646244505439,-0.761_-0.31
AG.LND.EL5M.UR.K2,Environment: Land use,Urban land area where elevation is below 5 meters (sq. km),,,,,,,,,,,0.284414493842138,87,0.249571469336906,-0.974 to -0.232,0.14166747745418,83,-0.126562635575983,-0.232 to -0.014,0.138510621555083,91,-0.0687659319143662,-0.013 to 0.23,0.16569394825387,90,-0.0924884003389218,0.23 to 0.89,0.271278004407784,60,0.207288216333568,-0.761_-0.31
AG.LND.EL5M.UR.ZS,Environment: Land use,Urban land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,0.218217294737094,87,0.164789038059104,-0.974 to -0.232,0.154321922062146,83,0.0792276103211659,-0.232 to -0.014,0.154514299335165,91,0.110362857267959,-0.013 to 0.23,0.203223077990446,90,-0.183012346105359,0.23 to 0.89,0.303836163630662,60,0.171457981806245,-0.761_-0.31
AG.LND.EL5M.ZS,Environment: Land use,Land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,0.233885787692557,87,0.172116400300273,-0.974 to -0.232,0.243993409987549,83,0.21545598494461,-0.232 to -0.014,0.136300024414502,91,0.060042159103079,-0.013 to 0.23,0.175186901503747,90,-0.0916297540437485,0.23 to 0.89,0.258568353033022,60,0.144855428974828,-0.761_-0.31
