Series Code,Topic,Indicator Name,iso1_all,iso2_all,iso3_all,iso4_all,iso5_all,iso6_all,iso7_all,iso8_all,iso9_all,iso10_all,iso2_0to25_0to25,N_0to25_0to25,Pearson_iso2_0to25_0to25,range_0to25_0to25,iso2_25to50_25to50,N_25to50_25to50,Pearson_iso2_25to50_25to50,range_25to50_25to50,iso2_50to75_50to75,N_50to75_50to75,Pearson_iso2_50to75_50to75,range_50to75_50to75,iso2_75to100_75to100,N_75to100_75to100,Pearson_iso2_75to100_75to100,range_75to100_75to100,iso2_shapley,N_shapley,Pearson_iso2_shapley,range_shapley
AG.AGR.TRAC.NO,Environment: Agricultural production,"Agricultural machinery, tractors",,,,,,,,,,,0.194704816564307,530,0.0305140285576354,-1.135 to 1.483,0.32199160405522,215,0.272134412909579,-0.97 to 1.373,0.239427676643762,386,0.150369910127056,-1.008 to 1.138,0.301080261345286,279,-0.269331983856226,-0.814 to 0.871,0.206554000217103,177,-0.154153457945997,0.949_1.17
AG.CON.FERT.PT.ZS,Environment: Agricultural production,Fertilizer consumption (% of fertilizer production),,,,,,,,,,,0.122507215098938,817,-0.0479435065125941,-1.135 to 1.483,0.222024822732765,327,0.073739373333854,-0.97 to 1.373,0.226076012139528,539,0.179351054065713,-1.008 to 1.138,0.240143669628183,480,0.169760722327709,-0.814 to 0.871,0.162931684381053,206,-0.0630114484575093,0.949_1.17
AG.CON.FERT.ZS,Environment: Agricultural production,Fertilizer consumption (kilograms per hectare of arable land),0.459213500492192,0.238923058616344,0.150975142401048,0.0868319438102966,0.270215010681722,0.120424531070446,0.141770344143445,0.12936455656704,0.110881292112393,0.100569687025558,0.354226630050812,1012,-0.341756736125015,-1.135 to 1.483,0.278085447037663,621,-0.0197070489415769,-0.97 to 1.373,0.218928650067418,1560,0.0150017894602343,-1.008 to 1.138,0.402431875985196,892,-0.310600973461729,-0.814 to 0.871,0.266041009475953,250,-0.258392658768577,0.949_1.17
AG.LND.AGRI.K2,Environment: Land use,Agricultural land (sq. km),,,,,,,,,,,0.160671875725855,1085,0.0841134443683256,-1.135 to 1.483,0.215529256704504,752,-0.0615794875368456,-0.97 to 1.373,0.196537968412652,1838,0.00362645233405531,-1.008 to 1.138,0.226902238810391,971,-0.0953523270351292,-0.814 to 0.871,0.151505204233718,257,-0.117781328824297,0.949_1.17
AG.LND.AGRI.ZS,Environment: Land use,Agricultural land (% of land area),0.116755454251449,0.24147641290846,0.191548964347872,0.1117437497726,0.189609911323853,0.22734728468681,0.105399681385907,0.101084452735631,0.240542785607372,0.182679356995243,0.369626801448083,1085,0.308818381013445,-1.135 to 1.483,0.355475519137231,752,0.218660692423384,-0.97 to 1.373,0.241344131966045,1838,0.2449271730686,-1.008 to 1.138,0.143092397363057,971,-0.0117191700427247,-0.814 to 0.871,0.115523794166118,257,-0.0498317916022678,0.949_1.17
AG.LND.ARBL.HA,Environment: Land use,Arable land (hectares),,,,,,,,,,,0.189593235366,1066,0.129009459703723,-1.135 to 1.483,0.204074009879174,744,0.0658608961065746,-0.97 to 1.373,0.260140763175873,1832,0.0881886172371426,-1.008 to 1.138,0.203486370705091,971,-0.0770475880407579,-0.814 to 0.871,0.117349521043575,251,-0.0614408707704718,0.949_1.17
AG.LND.ARBL.HA.PC,Environment: Land use,Arable land (hectares per person),0.227859465408933,0.39614301036973,0.155319339845912,0.109806036400558,0.185987638770615,0.210702585896066,0.201940806309383,0.171243949860796,0.322616184095226,0.101943785501959,0.681077412913981,1066,0.578940926954963,-1.135 to 1.483,0.48310305234838,744,0.460266517730361,-0.97 to 1.373,0.302571405553501,1832,0.203491604743804,-1.008 to 1.138,0.296890161111339,971,-0.131326267376854,-0.814 to 0.871,0.233997170477634,251,-0.0136996891070448,0.949_1.17
AG.LND.ARBL.ZS,Environment: Land use,Arable land (% of land area),0.222337001869993,0.33001100528714,0.133672547579412,0.132410282366153,0.12237516393844,0.371731985596788,0.108680839521765,0.0872128955511847,0.0763050257839749,0.123296962997693,0.500726694169216,1076,0.513343154038686,-1.135 to 1.483,0.391211210403578,752,0.352509047660918,-0.97 to 1.373,0.276702871915163,1838,0.285725483657398,-1.008 to 1.138,0.168100242569244,971,0.0223776321904382,-0.814 to 0.871,0.102126713288067,251,0.024245007000851,0.949_1.17
AG.LND.CREL.HA,Environment: Agricultural production,Land under cereal production (hectares),,,,,,,,,,,0.175129654189065,1074,0.0553407944944602,-1.135 to 1.483,0.203924661566146,778,0.0480651709741577,-0.97 to 1.373,0.242097458702991,1771,0.113868093987437,-1.008 to 1.138,0.21322087408468,980,0.0357677477958328,-0.814 to 0.871,0.122159818181703,259,-0.0577747892719997,0.949_1.17
AG.LND.CROP.ZS,Environment: Land use,Permanent cropland (% of land area),0.152537950443711,0.151589531773589,0.134963452336536,0.148018277380702,0.155938933648097,0.35983594973774,0.124401655413923,0.127146522835542,0.220971263222635,0.172357277725126,0.208837100429501,1057,-0.148333205196978,-1.135 to 1.483,0.262075036929997,750,-0.179458808559957,-0.97 to 1.373,0.129962160855153,1838,-0.0813968996051996,-1.008 to 1.138,0.120889938921785,944,0.0119733664799218,-0.814 to 0.871,0.160859553872721,251,-0.115415504693648,0.949_1.17
