Series Code,Topic,Indicator Name,iso1_all_all,iso2_all_all,iso3_all_all,iso4_all_all,iso5_all_all,iso6_all_all,iso7_all_all,iso8_all_all,iso9_all_all,iso10_all_all,iso5_0to25,N_0to25,Pearson_iso5_0to25,range_0to25,iso5_25to50,N_25to50,Pearson_iso5_25to50,range_25to50,iso5_50to75,N_50to75,Pearson_iso5_50to75,range_50to75,iso5_75to100,N_75to100,Pearson_iso5_75to100,range_75to100
AG.AGR.TRAC.NO,Environment: Agricultural production,"Agricultural machinery, tractors",,,,,,,,,,,0.212989704443277,418,0.132507935073767,-3.246 to -0.505,0.0855912397238751,393,-0.0373331285472876,-0.505 to 0.036,0.14276332099803,326,0.0981777256927735,0.036 to 0.611,0.193577483200777,273,-0.125109178933904,0.611 to 3.133
AG.CON.FERT.PT.ZS,Environment: Agricultural production,Fertilizer consumption (% of fertilizer production),,,,,,,,,,,0.171752243669361,828,-0.0857348691185634,-3.246 to -0.505,0.0899099376318214,457,0.0477011680768455,-0.505 to 0.036,0.13689696063935,481,0.0522540002442296,0.036 to 0.611,0.0966752294382361,397,-0.0547009533363099,0.611 to 3.133
AG.CON.FERT.ZS,Environment: Agricultural production,Fertilizer consumption (kilograms per hectare of arable land),0.459213500492192,0.238923058616344,0.150975142401048,0.0868319438102966,0.270215010681722,0.120424531070446,0.141770344143445,0.12936455656704,0.110881292112393,0.100569687025558,0.400626525937615,1080,-0.206332700732824,-3.246 to -0.505,0.116845752754385,1069,0.072294905452526,-0.505 to 0.036,0.101809190985359,1018,-0.020238007677283,0.036 to 0.611,0.148180792307005,918,-0.118488531175612,0.611 to 3.133
AG.LND.AGRI.K2,Environment: Land use,Agricultural land (sq. km),,,,,,,,,,,0.170916021845914,1152,-0.0208483979838141,-3.246 to -0.505,0.162219991158752,1150,-0.153532735494339,-0.505 to 0.036,0.0951875766477417,1161,-0.00485274990694361,0.036 to 0.611,0.194648269029524,1182,0.0518940426114891,0.611 to 3.133
AG.LND.AGRI.ZS,Environment: Land use,Agricultural land (% of land area),0.116755454251449,0.24147641290846,0.191548964347872,0.1117437497726,0.189609911323853,0.22734728468681,0.105399681385907,0.101084452735631,0.240542785607372,0.182679356995243,0.299968522479024,1152,0.290134457829351,-3.246 to -0.505,0.0961274168260115,1150,-0.0127036343047223,-0.505 to 0.036,0.0664018227256543,1161,0.0259887472550772,0.036 to 0.611,0.279408421355454,1182,0.262448661161062,0.611 to 3.133
AG.LND.ARBL.HA,Environment: Land use,Arable land (hectares),,,,,,,,,,,0.147138429539583,1152,0.0740715759727104,-3.246 to -0.505,0.110371702195891,1146,-0.106749195168522,-0.505 to 0.036,0.0990725932448705,1146,0.0410973123534502,0.036 to 0.611,0.164671034022784,1168,-0.112723859738828,0.611 to 3.133
AG.LND.ARBL.HA.PC,Environment: Land use,Arable land (hectares per person),0.227859465408933,0.39614301036973,0.155319339845912,0.109806036400558,0.185987638770615,0.210702585896066,0.201940806309383,0.171243949860796,0.322616184095226,0.101943785501959,0.577995962629296,1152,0.455807371348766,-3.246 to -0.505,0.146423338047459,1146,-0.162236261622592,-0.505 to 0.036,0.0825511641996727,1146,-0.0416949334833885,0.036 to 0.611,0.159807170668387,1168,-0.0931476454103016,0.611 to 3.133
AG.LND.ARBL.ZS,Environment: Land use,Arable land (% of land area),0.222337001869993,0.33001100528714,0.133672547579412,0.132410282366153,0.12237516393844,0.371731985596788,0.108680839521765,0.0872128955511847,0.0763050257839749,0.123296962997693,0.29965625281446,1152,0.195200976431797,-3.246 to -0.505,0.112426481143815,1150,0.0985383294720398,-0.505 to 0.036,0.0471558142505316,1159,-0.0255408296409949,0.036 to 0.611,0.302626889462111,1175,-0.296006777919738,0.611 to 3.133
AG.LND.CREL.HA,Environment: Agricultural production,Land under cereal production (hectares),,,,,,,,,,,0.145400100807454,1139,-0.0352358669842335,-3.246 to -0.505,0.11393485786947,1177,-0.116825316459963,-0.505 to 0.036,0.081329934627619,1175,0.0160990903536226,0.036 to 0.611,0.164433520316555,1111,-0.144003041629246,0.611 to 3.133
AG.LND.CROP.ZS,Environment: Land use,Permanent cropland (% of land area),0.152537950443711,0.151589531773589,0.134963452336536,0.148018277380702,0.155938933648097,0.35983594973774,0.124401655413923,0.127146522835542,0.220971263222635,0.172357277725126,0.169377002891612,1142,-0.079300885588206,-3.246 to -0.505,0.104989364898558,1133,0.0896779822331819,-0.505 to 0.036,0.139501406304647,1159,0.0961829930203862,0.036 to 0.611,0.237749452564055,1154,-0.102065387712387,0.611 to 3.133
AG.LND.EL5M.RU.K2,Environment: Land use,Rural land area where elevation is below 5 meters (sq. km),,,,,,,,,,,0.170331258470894,89,0.0343041428895477,-3.246 to -0.505,0.177886138354373,82,0.132925499196816,-0.505 to 0.036,0.183170701730799,75,0.157783356332588,0.036 to 0.611,0.196510995391008,105,-0.122007586027797,0.611 to 3.133
AG.LND.EL5M.RU.ZS,Environment: Land use,Rural land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,0.49144935338299,89,-0.328842863778814,-3.246 to -0.505,0.174527578178233,82,0.146689113412241,-0.505 to 0.036,0.142545542840889,75,-0.0340614888117348,0.036 to 0.611,0.191736853862689,105,-0.0706726552407659,0.611 to 3.133
AG.LND.EL5M.UR.K2,Environment: Land use,Urban land area where elevation is below 5 meters (sq. km),,,,,,,,,,,0.285808091594948,89,-0.246901794266213,-3.246 to -0.505,0.158308751252033,82,0.104388340402671,-0.505 to 0.036,0.226765744419108,75,0.154880475595445,0.036 to 0.611,0.221731424138317,105,-0.0756135008137016,0.611 to 3.133
AG.LND.EL5M.UR.ZS,Environment: Land use,Urban land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,0.370682328087051,89,-0.232942121976998,-3.246 to -0.505,0.18774147450787,82,0.128211420130185,-0.505 to 0.036,0.208848221830343,75,-0.133959616928146,0.036 to 0.611,0.176925998120898,105,-0.0574794483705591,0.611 to 3.133
AG.LND.EL5M.ZS,Environment: Land use,Land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,0.479153061499111,89,-0.313761674746922,-3.246 to -0.505,0.180282386250704,82,0.146669692882741,-0.505 to 0.036,0.148538889956245,75,-0.0395545876761897,0.036 to 0.611,0.193299492016348,105,-0.0723308230672642,0.611 to 3.133
AG.LND.FRST.K2,Environment: Land use,Forest area (sq. km),,,,,,,,,,,0.16678055706783,1152,0.123901282855762,-3.246 to -0.505,0.0616989058990146,1144,0.00578369741039749,-0.505 to 0.036,0.106772451532841,1155,0.0819354930088805,0.036 to 0.611,0.139593499870289,1175,-0.0643827390086983,0.611 to 3.133
AG.LND.FRST.ZS,Environment: Land use,Forest area (% of land area),0.14437971884929,0.179344839473408,0.40076509892694,0.242002894149643,0.142770622297763,0.170842259007334,0.0844053438751156,0.0699052887021912,0.164298185281209,0.253022518581855,0.219011844246176,1152,0.159731824048927,-3.246 to -0.505,0.162423184569823,1144,0.131252743904694,-0.505 to 0.036,0.0994686176802369,1155,0.0820540320299982,0.036 to 0.611,0.239478524440369,1175,-0.215099844497734,0.611 to 3.133
