Series Code,Topic,Indicator Name,iso1_all,iso2_all,iso3_all,iso4_all,iso5_all,iso6_all,iso7_all,iso8_all,iso9_all,iso10_all,iso5_0to25_0to25,N_0to25_0to25,Pearson_iso5_0to25_0to25,range_0to25_0to25,iso5_25to50_25to50,N_25to50_25to50,Pearson_iso5_25to50_25to50,range_25to50_25to50,iso5_50to75_50to75,N_50to75_50to75,Pearson_iso5_50to75_50to75,range_50to75_50to75,iso5_75to100_75to100,N_75to100_75to100,Pearson_iso5_75to100_75to100,range_75to100_75to100,iso5_shapley,N_shapley,Pearson_iso5_shapley,range_shapley
AG.AGR.TRAC.NO,Environment: Agricultural production,"Agricultural machinery, tractors",,,,,,,,,,,0,0,,-1.053 to -0.204,0,0,,-0.203 to -0.016,0,0,,-0.014 to 0.194,0,0,,0.194 to 1.085,0,0,,-1.053_1.09
AG.CON.FERT.PT.ZS,Environment: Agricultural production,Fertilizer consumption (% of fertilizer production),,,,,,,,,,,0.204947904539779,54,0.171991218483665,-1.053 to -0.204,0.238009876698866,35,-0.116840300531353,-0.203 to -0.016,0.303201027179223,33,0.262308882214883,-0.014 to 0.194,0.352330512811341,33,-0.251603929892274,0.194 to 1.085,0.135789695466955,154,-0.016919958934943,-1.053_1.09
AG.CON.FERT.ZS,Environment: Agricultural production,Fertilizer consumption (kilograms per hectare of arable land),0.459213500492192,0.238923058616344,0.150975142401048,0.0868319438102966,0.270215010681722,0.120424531070446,0.141770344143445,0.12936455656704,0.110881292112393,0.100569687025558,0.473637907975799,75,-0.425807693816722,-1.053 to -0.204,0.205701845900999,77,0.07066296134168,-0.203 to -0.016,0.165061282112421,75,0.110496671282253,-0.014 to 0.194,0.210410276305717,83,-0.0570487108737031,0.194 to 1.085,0.304560614461707,309,-0.276225922127545,-1.053_1.09
AG.LND.AGRI.K2,Environment: Land use,Agricultural land (sq. km),,,,,,,,,,,0.201936165721484,81,-0.0356473629124199,-1.053 to -0.204,0.24814894501319,81,0.210222971088778,-0.203 to -0.016,0.154000498862583,87,-0.013955524205567,-0.014 to 0.194,0.226196295545431,100,0.0186521004977698,0.194 to 1.085,0.214196936386752,348,-0.186037712886667,-1.053_1.09
AG.LND.AGRI.ZS,Environment: Land use,Agricultural land (% of land area),0.116755454251449,0.24147641290846,0.191548964347872,0.1117437497726,0.189609911323853,0.22734728468681,0.105399681385907,0.101084452735631,0.240542785607372,0.182679356995243,0.389924226143512,81,0.365763911075582,-1.053 to -0.204,0.248155066299312,81,0.111046696147111,-0.203 to -0.016,0.1421407770619,87,0.0803603134251431,-0.014 to 0.194,0.245168128959239,100,0.138169942885736,0.194 to 1.085,0.152592057764142,348,0.133248680320015,-1.053_1.09
AG.LND.ARBL.HA,Environment: Land use,Arable land (hectares),,,,,,,,,,,0.153102938304643,81,0.0700150899685646,-1.053 to -0.204,0.20357143007155,81,0.138030646210741,-0.203 to -0.016,0.246203819921533,87,-0.0688906139606797,-0.014 to 0.194,0.218219289940437,100,-0.13510451615554,0.194 to 1.085,0.256681089816472,348,-0.201907636795417,-1.053_1.09
AG.LND.ARBL.HA.PC,Environment: Land use,Arable land (hectares per person),0.227859465408933,0.39614301036973,0.155319339845912,0.109806036400558,0.185987638770615,0.210702585896066,0.201940806309383,0.171243949860796,0.322616184095226,0.101943785501959,0.504105261139612,81,0.396703846480943,-1.053 to -0.204,0.212080755704156,81,0.183211462773754,-0.203 to -0.016,0.190293232258491,87,-0.148407725524994,-0.014 to 0.194,0.236973680435844,100,-0.134114305313791,0.194 to 1.085,0.203290692938303,348,-0.00243366280715173,-1.053_1.09
AG.LND.ARBL.ZS,Environment: Land use,Arable land (% of land area),0.222337001869993,0.33001100528714,0.133672547579412,0.132410282366153,0.12237516393844,0.371731985596788,0.108680839521765,0.0872128955511847,0.0763050257839749,0.123296962997693,0.299840924424727,81,0.206208680586808,-1.053 to -0.204,0.180460359246088,81,0.0284144884032968,-0.203 to -0.016,0.119582818944853,87,0.00777970235186403,-0.014 to 0.194,0.307064487885089,100,-0.3042296555551,0.194 to 1.085,0.141678545727067,348,-0.0495441188397492,-1.053_1.09
AG.LND.CREL.HA,Environment: Agricultural production,Land under cereal production (hectares),,,,,,,,,,,0.139522384014152,120,-0.0279919825339909,-1.053 to -0.204,0.109239409875613,124,0.0346066780383839,-0.203 to -0.016,0.234690369995399,122,-0.113799934358564,-0.014 to 0.194,0.208879381567306,116,-0.156199111518574,0.194 to 1.085,0.300397792656575,481,-0.253420084066387,-1.053_1.09
AG.LND.CROP.ZS,Environment: Land use,Permanent cropland (% of land area),0.152537950443711,0.151589531773589,0.134963452336536,0.148018277380702,0.155938933648097,0.35983594973774,0.124401655413923,0.127146522835542,0.220971263222635,0.172357277725126,0.205101002125576,81,-0.125630470845166,-1.053 to -0.204,0.146423350348063,79,-0.0283768304393895,-0.203 to -0.016,0.17461931387797,87,0.151912176733843,-0.014 to 0.194,0.230571543718688,98,-0.0735756883072315,0.194 to 1.085,0.158881325888721,344,0.0638310462297427,-1.053_1.09
