Series Code,Topic,Indicator Name,iso1_all,iso2_all,iso3_all,iso4_all,iso5_all,iso6_all,iso7_all,iso8_all,iso9_all,iso10_all,iso5_0to25_0to25,N_0to25_0to25,Pearson_iso5_0to25_0to25,range_0to25_0to25,iso5_25to50_25to50,N_25to50_25to50,Pearson_iso5_25to50_25to50,range_25to50_25to50,iso5_50to75_50to75,N_50to75_50to75,Pearson_iso5_50to75_50to75,range_50to75_50to75,iso5_75to100_75to100,N_75to100_75to100,Pearson_iso5_75to100_75to100,range_75to100_75to100,iso5_shapley,N_shapley,Pearson_iso5_shapley,range_shapley
AG.AGR.TRAC.NO,Environment: Agricultural production,"Agricultural machinery, tractors",,,,,,,,,,,0.212989704443278,418,0.132507935073767,-1.236 to -0.192,0.0855912397238745,393,-0.0373331285472877,-0.192 to 0.014,0.14276332099803,326,0.0981777256927735,0.014 to 0.233,0.193577483200778,273,-0.125109178933904,0.233 to 1.193,0.174909200395539,1394,-0.126157803046161,-1.053_1.09
AG.CON.FERT.PT.ZS,Environment: Agricultural production,Fertilizer consumption (% of fertilizer production),,,,,,,,,,,0.17175224366936,828,-0.0857348691185634,-1.236 to -0.192,0.0899099376318202,457,0.0477011680768455,-0.192 to 0.014,0.136896960639349,481,0.0522540002442296,0.014 to 0.233,0.0966752294382358,397,-0.0547009533363098,0.233 to 1.193,0.0842567189909851,2146,0.0291120913945799,-1.053_1.09
AG.CON.FERT.ZS,Environment: Agricultural production,Fertilizer consumption (kilograms per hectare of arable land),0.459213500492192,0.238923058616344,0.150975142401048,0.0868319438102966,0.270215010681722,0.120424531070446,0.141770344143445,0.12936455656704,0.110881292112393,0.100569687025558,0.400626525937609,1080,-0.206332700732824,-1.236 to -0.192,0.116845752754385,1069,0.0722949054525259,-0.192 to 0.014,0.101809190985358,1018,-0.020238007677283,0.014 to 0.233,0.148180792307009,918,-0.118488531175612,0.233 to 1.193,0.270129305876725,4067,-0.188773980103479,-1.053_1.09
AG.LND.AGRI.K2,Environment: Land use,Agricultural land (sq. km),,,,,,,,,,,0.170916021845918,1152,-0.0208483979838141,-1.236 to -0.192,0.162219991158755,1150,-0.153532735494339,-0.192 to 0.014,0.0951875766477395,1161,-0.00485274990694362,0.014 to 0.233,0.194648269029526,1182,0.0518940426114891,0.233 to 1.193,0.240370857511686,4612,-0.216025549197868,-1.053_1.09
AG.LND.AGRI.ZS,Environment: Land use,Agricultural land (% of land area),0.116755454251449,0.24147641290846,0.191548964347872,0.1117437497726,0.189609911323853,0.22734728468681,0.105399681385907,0.101084452735631,0.240542785607372,0.182679356995243,0.29996852247902,1152,0.290134457829351,-1.236 to -0.192,0.0961274168260108,1150,-0.0127036343047223,-0.192 to 0.014,0.066401822725655,1161,0.0259887472550772,0.014 to 0.233,0.27940842135546,1182,0.262448661161062,0.233 to 1.193,0.172055439208175,4612,0.168674665794853,-1.053_1.09
AG.LND.ARBL.HA,Environment: Land use,Arable land (hectares),,,,,,,,,,,0.147138429539577,1152,0.0740715759727104,-1.236 to -0.192,0.110371702195889,1146,-0.106749195168522,-0.192 to 0.014,0.0990725932448775,1146,0.0410973123534502,0.014 to 0.233,0.16467103402279,1168,-0.112723859738828,0.233 to 1.193,0.284413243285972,4579,-0.233354809297069,-1.053_1.09
AG.LND.ARBL.HA.PC,Environment: Land use,Arable land (hectares per person),0.227859465408933,0.39614301036973,0.155319339845912,0.109806036400558,0.185987638770615,0.210702585896066,0.201940806309383,0.171243949860796,0.322616184095226,0.101943785501959,0.577995962629279,1152,0.455807371348766,-1.236 to -0.192,0.146423338047462,1146,-0.162236261622592,-0.192 to 0.014,0.082551164199673,1146,-0.0416949334833885,0.014 to 0.233,0.159807170668396,1168,-0.0931476454103016,0.233 to 1.193,0.177738798425254,4579,-0.0032242645089931,-1.053_1.09
AG.LND.ARBL.ZS,Environment: Land use,Arable land (% of land area),0.222337001869993,0.33001100528714,0.133672547579412,0.132410282366153,0.12237516393844,0.371731985596788,0.108680839521765,0.0872128955511847,0.0763050257839749,0.123296962997693,0.29965625281446,1152,0.195200976431797,-1.236 to -0.192,0.112426481143813,1150,0.0985383294720398,-0.192 to 0.014,0.0471558142505336,1159,-0.0255408296409949,0.014 to 0.233,0.302626889462112,1175,-0.296006777919738,0.233 to 1.193,0.112798722766662,4603,-0.00248231110906032,-1.053_1.09
AG.LND.CREL.HA,Environment: Agricultural production,Land under cereal production (hectares),,,,,,,,,,,0.145400100807454,1139,-0.0352358669842335,-1.236 to -0.192,0.113934857869468,1177,-0.116825316459963,-0.192 to 0.014,0.0813299346276247,1175,0.0160990903536226,0.014 to 0.233,0.16443352031656,1111,-0.144003041629246,0.233 to 1.193,0.33095700052411,4569,-0.284705469287894,-1.053_1.09
AG.LND.CROP.ZS,Environment: Land use,Permanent cropland (% of land area),0.152537950443711,0.151589531773589,0.134963452336536,0.148018277380702,0.155938933648097,0.35983594973774,0.124401655413923,0.127146522835542,0.220971263222635,0.172357277725126,0.169377002891613,1142,-0.079300885588206,-1.236 to -0.192,0.104989364898558,1133,0.0896779822331819,-0.192 to 0.014,0.139501406304655,1159,0.0961829930203862,0.014 to 0.233,0.237749452564046,1154,-0.102065387712387,0.233 to 1.193,0.156542657164162,4555,0.0999118841749508,-1.053_1.09
