Series Code,Topic,Indicator Name,iso1_all,iso2_all,iso3_all,iso4_all,iso5_all,iso6_all,iso7_all,iso8_all,iso9_all,iso10_all,iso4_0to25_0to25,N_0to25_0to25,Pearson_iso4_0to25_0to25,range_0to25_0to25,iso4_25to50_25to50,N_25to50_25to50,Pearson_iso4_25to50_25to50,range_25to50_25to50,iso4_50to75_50to75,N_50to75_50to75,Pearson_iso4_50to75_50to75,range_50to75_50to75,iso4_75to100_75to100,N_75to100_75to100,Pearson_iso4_75to100_75to100,range_75to100_75to100,iso4_shapley,N_shapley,Pearson_iso4_shapley,range_shapley
AG.AGR.TRAC.NO,Environment: Agricultural production,"Agricultural machinery, tractors",,,,,,,,,,,0,0,,-1.115 to -0.283,0,0,,-0.281 to 0.059,0,0,,0.059 to 0.344,0,0,,0.344 to 1.003,0,0,,-1.115_-0.757
AG.CON.FERT.PT.ZS,Environment: Agricultural production,Fertilizer consumption (% of fertilizer production),,,,,,,,,,,0.392950427082534,36,-0.274842537138634,-1.115 to -0.283,0.242412747832163,50,0.199164845692277,-0.281 to 0.059,0.25986010420273,37,-0.224323064430968,0.059 to 0.344,0.336962090891557,32,0.128046524315121,0.344 to 1.003,0.63860413178127,4,0.290643538651866,-1.115_-0.757
AG.CON.FERT.ZS,Environment: Agricultural production,Fertilizer consumption (kilograms per hectare of arable land),0.459213500492192,0.238923058616344,0.150975142401048,0.0868319438102966,0.270215010681722,0.120424531070446,0.141770344143445,0.12936455656704,0.110881292112393,0.100569687025558,0.190534395987059,82,-0.0970759911026704,-1.115 to -0.283,0.151143213588927,82,-0.00898793896927453,-0.281 to 0.059,0.180799500889595,84,0.000859961205261035,0.059 to 0.344,0.143820406818806,62,-0.0657130131485978,0.344 to 1.003,0.306371537611014,21,-0.0724605403894109,-1.115_-0.757
AG.LND.AGRI.K2,Environment: Land use,Agricultural land (sq. km),,,,,,,,,,,0.203893716445333,87,0.13492187877835,-1.115 to -0.283,0.189705503785334,91,0.0741865581480359,-0.281 to 0.059,0.146939897774937,88,-0.034292019546577,0.059 to 0.344,0.168466396442858,84,-0.0441821108903883,0.344 to 1.003,0.456522290185658,21,0.405531509041432,-1.115_-0.757
AG.LND.AGRI.ZS,Environment: Land use,Agricultural land (% of land area),0.116755454251449,0.24147641290846,0.191548964347872,0.1117437497726,0.189609911323853,0.22734728468681,0.105399681385907,0.101084452735631,0.240542785607372,0.182679356995243,0.186924156540437,87,0.0266761240442669,-1.115 to -0.283,0.275898788911186,91,0.217669269286164,-0.281 to 0.059,0.171636762876844,88,0.130045665861874,0.059 to 0.344,0.190816858111142,84,-0.0747213056461754,0.344 to 1.003,0.297346083661168,21,-0.0490131921614689,-1.115_-0.757
AG.LND.ARBL.HA,Environment: Land use,Arable land (hectares),,,,,,,,,,,0.272431574279751,87,0.183139366970652,-1.115 to -0.283,0.156591918800048,91,0.0476290775841418,-0.281 to 0.059,0.149220297955733,88,-0.0395164125266179,0.059 to 0.344,0.171530844597834,84,-0.099394042062451,0.344 to 1.003,0.274746133262519,21,0.189623135201846,-1.115_-0.757
AG.LND.ARBL.HA.PC,Environment: Land use,Arable land (hectares per person),0.227859465408933,0.39614301036973,0.155319339845912,0.109806036400558,0.185987638770615,0.210702585896066,0.201940806309383,0.171243949860796,0.322616184095226,0.101943785501959,0.196168559786494,87,0.124718301018693,-1.115 to -0.283,0.298966047746984,91,-0.280215924006865,-0.281 to 0.059,0.182819581295198,88,0.154804713634081,0.059 to 0.344,0.168421252796401,84,-0.0851957534073795,0.344 to 1.003,0.305709392624826,21,-0.190173139515646,-1.115_-0.757
AG.LND.ARBL.ZS,Environment: Land use,Arable land (% of land area),0.222337001869993,0.33001100528714,0.133672547579412,0.132410282366153,0.12237516393844,0.371731985596788,0.108680839521765,0.0872128955511847,0.0763050257839749,0.123296962997693,0.190488107952365,87,0.111465186963437,-1.115 to -0.283,0.180714893805957,91,0.0888679251517362,-0.281 to 0.059,0.166522569917211,88,0.0852946744912729,0.059 to 0.344,0.30769896535916,84,-0.289777538467839,0.344 to 1.003,0.521162398231707,21,-0.398564670824282,-1.115_-0.757
AG.LND.CREL.HA,Environment: Agricultural production,Land under cereal production (hectares),,,,,,,,,,,0.359302725186064,120,0.29594185691248,-1.115 to -0.283,0.159872304596261,122,0.0972391255501515,-0.281 to 0.059,0.158200059649583,120,-0.14432115701253,0.059 to 0.344,0.205207863766166,120,-0.150783633030894,0.344 to 1.003,0.331563963230627,28,0.0157509838903124,-1.115_-0.757
AG.LND.CROP.ZS,Environment: Land use,Permanent cropland (% of land area),0.152537950443711,0.151589531773589,0.134963452336536,0.148018277380702,0.155938933648097,0.35983594973774,0.124401655413923,0.127146522835542,0.220971263222635,0.172357277725126,0.175425046090322,87,0.0471393446987168,-1.115 to -0.283,0.350260473035664,91,0.308456769491465,-0.281 to 0.059,0.14509095278365,88,-0.0583191182771588,0.059 to 0.344,0.33762691102451,80,-0.247570579110882,0.344 to 1.003,0.409344092944678,21,-0.309316665566856,-1.115_-0.757
